ageSmoke,age,smokingUse,expenditure
19,78,4.49980967,63.38
35,47,-0.916290732,1266.37
40,75,3.33220451,280
15,63,3.891820298,347.37
18,66,2.564949357,551.26
15,58,3.784189634,416.64
25,57,1.887069649,1462.97
18,26,1.147402453,369.46
14,59,4.234106505,6545.06
19,47,3.772760938,1841.45
16,59,2.833213344,310
25,65,1.816452082,2587.19
23,66,3.761200116,464.81
26,33,2.772588722,763.4
19,32,1.252762968,325
16,31,3.17805383,2565.17
20,74,4.234106505,1963.59
16,64,4.248495242,458.34
18,66,3.198673118,406.35
27,30,0.693147181,98
18,34,3.056356895,725
19,71,4.143134726,211.49
19,35,2.140066163,988
10,52,1.864080131,593.04
12,66,4.007333185,1112.75
20,30,2.397895273,2105
20,30,2.397895273,96
20,56,4.158883083,1983.13
18,53,3.258096538,7183.14
19,30,2.48490665,4185.44
14,22,1.686398954,586.48
20,68,3.891820298,1512.84
16,61,3.828641396,1299
17,73,3.772760938,9124.96
17,65,2.687847494,6470.44
18,34,3.749504076,406.18
23,27,1.609437912,345.98
14,42,3.135494216,609.65
10,35,2.341805806,1623.72
16,22,0.896088025,329
19,38,0,259.06
18,63,4.521788577,882.32
19,46,3.258096538,20
19,37,2.833213344,1112.89
15,25,1.704748092,32
15,72,4.060443011,70
20,46,3.295836866,4881.11
16,59,-0.510825624,1768.32
16,23,1.386294361,102.5
21,43,3.113515309,46
30,37,2.772588722,139.34
13,56,3.091042453,163.8
24,36,1.648658626,169.42
22,37,2.079441542,278.53
18,56,3.663561646,507.44
11,39,3.36729583,518.33
18,36,2.420368129,13.36
15,24,1.791759469,570.33
15,62,4.564348191,1760.09
16,77,3.839452313,426
37,39,-0.798507696,50
10,22,0.262364264,434.94
19,37,3.956039891,45
23,36,3.380994674,72.57
19,47,2.674148649,609
15,61,3.157000421,1140.48
20,37,1.686398954,385.74
15,58,2.525728644,110
16,39,3.401197382,258.96
18,35,2.564949357,749.81
28,72,2.197224577,2189.67
20,54,0.810930216,376
16,41,3.951243719,995.49
25,55,3.401197382,1744.19
16,77,2.740840024,657.16
12,74,3.891820298,22116.78
17,53,4.016383021,1211.09
16,62,3.850147602,861.05
25,28,0.78845736,51.96
14,57,4.477336814,367.03
25,61,2.812410216,637.26
14,64,3.465735903,1190.89
17,59,2.525728644,322.96
21,43,2.890371758,1593
18,37,1.32175584,171.75
16,80,3.951243719,3532.33
25,55,3.657130756,292.86
16,70,4.007333185,1401.81
32,76,0.182321557,716.62
18,56,3.663561646,395.13
12,54,3.761200116,11139.79
35,53,2.944438979,4080.39
16,32,2.833213344,3658
10,68,3.610917913,17068.14
25,68,3.091042453,149.59
17,29,1.871802177,30
17,74,4.242764567,360.4
16,55,2.079441542,476.95
14,67,3.988984047,1000.98
35,74,4.382026635,837.3
35,51,3.238678452,5697.56
17,19,0.405465108,33
16,48,3.208825489,780.87
15,46,3.17805383,348.74
28,35,1.32175584,1053
26,33,-0.223143551,81.84
22,36,2.014903021,53
22,44,1.931521412,349.52
21,77,2.756840365,580.89
20,44,3.218875825,1934.25
21,54,2.985681938,218.4
18,52,3.555348061,649.47
16,29,3.044522438,47
19,24,1.504077397,3411.16
12,32,3.044522438,337
19,46,3.33220451,2630.96
13,31,3.113515309,425
13,28,3.008154794,211.43
12,34,4.234106505,13401.81
16,60,3.80666249,67058.62
16,29,3.33220451,88
21,36,2.821378886,6295.2
25,73,3.604138226,336.41
20,59,3.401197382,928.38
25,76,2.624668592,444.99
16,70,3.518980417,174.52
17,63,3.218875825,2401.68
25,70,3.828641396,21737.58
22,82,2.970414466,732.73
17,50,3.749504076,3955.19
18,68,4.624972813,3165.11
30,75,2.277267285,1493.35
12,67,3.891820298,157.4
21,66,3.828641396,88.7
16,23,1.791759469,71
16,23,1.791759469,297.71
45,55,-0.693147181,4439.23
23,66,3.496507561,3806.35
12,62,3.828641396,648.49
24,76,3.157000421,4309.3
22,72,3.238678452,1117.21
16,29,1.791759469,102
12,25,3.044522438,3951.31
13,20,2.302585093,2994.87
17,56,1.85629799,64
18,35,2.862200881,3311.55
18,39,3.091042453,403.97
13,49,3.834061464,1260.83
17,43,1.909542505,321
21,72,0.182321557,2823.54
28,75,2.667228207,1937.56
17,38,3.650658241,308
29,79,1.098612289,485.13
22,71,3.912023005,1116.31
16,54,-0.287682072,46.88
18,53,3.496507561,285
16,49,3.238678452,737.36
20,37,1.098612289,212
24,34,0.336472237,158
19,23,2.014903021,5755.81
16,45,3.113515309,25
30,65,4.350277936,51.99
40,53,0.741937345,289
18,44,3.295836866,125
19,66,4.564348191,3720.26
32,59,0.336472237,395.52
21,38,2.890371758,43.49
15,30,2.261763098,115
18,30,1.360976553,78
18,36,2.944438979,158.4
21,27,1.658228077,1025.62
18,44,3.518980417,19.46
20,37,2.890371758,12
16,22,1.945910149,2371.75
17,26,2.302585093,321
19,27,1.909542505,364
13,45,0.500775288,311
17,27,2.1102132,271.91
19,30,1.974081026,51
23,34,2.708050201,303.25
16,43,3.33220451,435.76
17,29,2.564949357,257
17,32,2.667228207,1534.73
15,24,2.302585093,2932.58
17,28,2.48490665,8957.37
23,40,2.197224577,48
21,50,4.094344562,4731.43
21,50,3.401197382,7842
20,47,3.17805383,150
16,31,1.481604541,1294.85
19,30,1.435084525,169.65
18,33,2.610069793,15
12,60,3.891820298,18
12,20,2.197224577,116
9,70,4.127134385,310.62
23,41,3.583518938,14410.94
16,39,3.17805383,2421.65
21,35,0.810930216,95
30,45,2.772588722,62
22,35,2.128231706,535.16
21,60,3.688879454,1823.14
18,54,3.610917913,45
23,57,4.471638793,979.07
12,26,3.401197382,75
25,58,1.360976553,676
25,69,3.80666249,468.84
15,27,0.955511445,163.28
50,63,2.397895273,498.61
15,51,1.252762968,1557.25
16,44,3.36729583,1477.75
15,43,4.060443011,100
16,59,2.341805806,459
24,37,3.044522438,874.77
32,44,2.970414466,118
16,61,0,1677.57
19,61,0.405465108,255.64
18,57,4.382026635,1029.48
40,70,2.740840024,10728.68
14,33,2.63905733,3447.99
26,43,0.182321557,5974.56
25,63,3.663561646,1196.07
12,76,4.17438727,79
15,43,-0.105360516,1984.19
18,41,0,2443
18,38,2.351375257,470
19,29,1.193922468,2083.1
17,37,2.351375257,600
15,31,2.833213344,95.76
17,67,2.041220329,3681.48
18,50,4.189654742,176
17,78,1.386294361,1786.18
22,66,3.701301974,40571.72
19,62,3.091042453,26867.76
20,73,3.0301337,49
20,66,3.583518938,65.79
25,62,3.860729711,1223.68
16,75,4.394449155,2597.96
15,68,3.871201011,19893.48
13,55,3.761200116,1581
14,46,4.189654742,65
21,72,4.644390899,556.04
16,72,4.859812404,744.18
30,69,2.48490665,5889.2
15,66,3.583518938,626.48
17,57,3.713572067,758.39
16,73,4.073291153,147
21,66,3.555348061,248.02
25,61,2.931193752,5610.66
16,66,3.713572067,27800.34
17,66,3.17805383,748.48
16,72,3.401197382,1313.67
14,55,3.737669618,54.43
25,77,3.871201011,177
18,68,4.212127598,540.19
40,61,2.756840365,1697.4
15,26,0.693147181,578.23
13,57,3.113515309,1326.39
15,35,3.044522438,2260.25
18,40,3.135494216,1254.46
18,34,2.48490665,2318.4
20,34,0.741937345,3156
20,80,3.267665989,504.5
22,63,-0.693147181,658.58
18,30,1.871802177,123.5
16,64,4.25561271,51
17,62,3.113515309,97
16,67,4.007333185,2571.96
20,66,3.146305132,1590.16
16,73,3.465735903,909.6
15,74,2.63905733,788.77
10,58,0.896088025,4031.5
21,65,3.871201011,253.5
16,63,2.862200881,58.78
22,81,3.931825633,3614.39
20,20,-1.386294361,133
16,53,2.63905733,1662.9
17,53,2.564949357,1380.29
16,49,2.302585093,1748
27,68,2.667228207,1749.56
15,74,4.718498871,988.96
15,72,3.349904087,7778.37
19,68,4.430816799,821.14
16,71,4.025351691,5719
14,63,4.317488114,271.22
16,75,4.248495242,525.11
16,65,3.555348061,2335.83
12,78,4.077537444,1059
19,27,0,1191.84
17,74,2.995732274,65
20,73,3.988984047,2358.7
18,63,4.430816799,505.96
18,56,1.791759469,11118.9
18,81,4.053522568,12797.45
19,65,3.850147602,2369.96
19,49,1.824549292,407
18,73,3.17805383,1752.17
32,72,3.713572067,165.67
65,65,0.336472237,388.53
17,68,4.212127598,1961.93
18,45,3.33220451,1171.68
15,31,2.833213344,2541.84
15,32,-0.105360516,14.04
19,27,-0.223143551,2485.55
14,23,0.470003629,28
17,27,0.78845736,118.92
16,46,0.559615788,109
18,42,2.931193752,6747
13,51,3.152736022,9094.67
14,67,3.988984047,24.76
19,40,1.193922468,23.77
21,53,0.500775288,33.31
18,48,2.047692843,120
35,51,1.223775432,125
15,31,2.545531272,598.3
19,27,1.147402453,18
19,72,3.465735903,505.22
22,67,4.234106505,11621
21,64,3.091042453,867.95
20,64,3.113515309,178.89
12,66,4.007333185,629.94
25,74,2.174751721,242
18,82,3.135494216,625.2
20,59,3.17805383,1317.42
18,31,1.871802177,48
20,65,2.219203484,589.79
16,30,2.890371758,724.57
22,26,-0.693147181,39
22,28,0.405465108,5856.71
20,48,3.36729583,158
19,62,0.300104592,402.42
18,55,3.828641396,847.16
20,72,0,942.6
14,19,3.044522438,1885.95
12,32,2.351375257,426.34
19,22,0,2754.63
19,42,2.48490665,11
25,60,3.583518938,190.98
17,58,4.430816799,38.25
18,34,0.405465108,311.3
17,31,2.420368129,2442.3
19,30,2.48490665,328
18,45,3.044522438,326.71
19,22,0.470003629,659.53
16,20,1.386294361,219.96
18,66,2.734367509,48
16,64,2.079441542,1644.24
14,56,-0.798507696,3440.61
16,34,3.349904087,15607.85
18,34,3.238678452,7913
10,64,4.007333185,76.24
31,49,3.349904087,155.5
11,27,3.401197382,662.44
21,23,-1.609437912,55
16,33,2.890371758,162
17,45,2.674148649,94
22,69,4.276666119,5992.45
30,64,4.471638793,818
11,42,4.158883083,35
14,20,0.559615788,48
19,45,3.911022505,2410.1
14,21,2.079441542,711.96
18,72,3.63758616,1303.95
25,76,2.079441542,363.31
35,77,1.458615023,187
20,39,2.708050201,4202.37
16,75,-0.916290732,511.7
22,52,3.044522438,977.99
42,67,1.360976553,226
20,72,1.32175584,3271.37
21,71,2.995732274,1241.02
35,48,2.351375257,44.39
16,51,3.583518938,138
17,39,3.135494216,140.5
16,49,3.218875825,477.7
15,20,1.098612289,1469.34
17,74,3.772760938,101.45
20,41,1.481604541,50
13,23,0.693147181,224.6
20,72,2.740840024,362.15
18,63,3.828641396,141.59
15,21,-0.356674944,28
14,42,2.1102132,1633.9
17,53,4.304065093,151.4
24,49,2.756840365,747.7
20,67,1.435084525,462.94
26,64,1.098612289,399.81
25,43,1.280933845,192
16,46,4.532599493,196.5
15,31,2.833213344,2015.74
13,58,4.521788577,1712.51
17,54,2.944438979,2280.9
12,50,2.833213344,467.3
20,66,3.113515309,1010.09
21,65,3.19047635,61.17
11,74,4.564348191,8341.28
10,43,3.526360525,4152.55
16,33,2.890371758,207.93
24,75,3.951243719,1705.44
18,79,3.871201011,267.8
14,30,3.931825633,56.71
18,55,4.189654742,1118.74
18,44,3.295836866,149.52
18,25,1.386294361,21.5
15,26,2.48490665,89.5
16,37,3.091042453,117.68
14,34,2.833213344,69.68
13,27,2.602689685,127
16,28,2.564949357,413
18,32,2.708050201,468.64
12,42,3.839452313,42
13,44,3.688879454,1733.09
14,38,0.223143551,4958.02
16,41,3.663561646,19427.55
17,19,-0.510825624,180
15,66,3.912023005,2718.88
14,64,1.011600912,765.53
18,58,3.020424886,389.45
30,77,1.098612289,5830.2
19,38,2.302585093,103
25,39,2.014903021,586.84
21,27,0.896088025,9484.85
15,25,0.09531018,704.8
16,32,2.833213344,4515
14,53,3.688879454,186.1
18,66,3.891820298,806.26
18,51,2.63905733,448.25
30,50,0,70
10,68,3.772760938,5293.85
16,49,3.526360525,1284.57
20,49,3.401197382,524.35
15,61,3.850147602,192
30,74,3.044522438,4951.28
16,52,2.917770732,575.4
17,45,2.341805806,796.68
12,42,3.433987204,70
34,43,2.995732274,253.71
16,20,0.916290732,213
21,40,2.995732274,116.93
17,31,2.708050201,528.5
18,30,-0.510825624,60.05
15,56,4.682131227,3053.16
17,44,3.33220451,818.52
12,46,3.218875825,75
48,78,2.2300144,1526.86
18,67,3.761200116,8981.91
18,65,3.701301974,527.03
12,54,3.496507561,127.4
21,52,3.583518938,340.68
14,24,1.011600912,102
17,24,0.587786665,315
12,41,3.80666249,843.26
14,37,3.583518938,35
13,70,4.465908119,3694.13
25,66,3.737669618,531.3
17,46,3.871201011,559.5
20,40,3.044522438,2244.99
24,70,2.140066163,4805.95
13,64,3.871201011,88.77
16,35,2.995732274,162.76
16,58,3.761200116,473.32
18,79,3.433987204,1316.07
17,40,2.48490665,84
16,73,2.302585093,13664.81
18,26,1.791759469,266.51
12,78,4.17438727,1935.82
14,77,4.158883083,710.26
18,37,2.302585093,95.73
19,65,4.543294782,1337.54
20,67,4.564348191,5112.09
15,60,4.388257184,169
35,82,2.163323026,1692.57
16,82,2.054123734,3431.85
17,73,2.656756907,212
15,34,2.890371758,763
16,69,4.682131227,2910.68
25,28,1.386294361,102.63
13,26,2.63905733,1465.67
25,49,3.218875825,2143.05
13,28,2.772588722,2601.51
18,75,3.850147602,95
16,75,1.32175584,728.98
20,72,3.970291914,651.5
17,68,2.747270914,108.13
22,46,3.218875825,826.6
19,55,3.505557397,654.07
16,34,2.944438979,1552.1
16,34,2.944438979,292.16
16,29,2.63905733,7655.19
13,40,4.025351691,1203.8
29,37,-1.609437912,38
17,83,1.435084525,10530.79
21,35,2.197224577,3234.56
16,52,4.527208645,286.52
18,55,-0.510825624,540.97
18,49,0.810930216,1322.98
21,63,3.886705197,535.71
22,63,3.375879574,492.57
18,75,0.741937345,1716.72
19,73,3.912023005,8303.23
19,70,3.891820298,441.5
19,39,3.349904087,219
13,32,2.48490665,68.1
20,27,1.791759469,226
9,66,3.218875825,573.81
18,70,3.970291914,13340.72
28,63,3.072693315,96.94
13,28,2.079441542,4635
20,37,2.890371758,306
16,75,3.401197382,184.8
18,36,1.568615918,839.13
25,53,3.36729583,368.15
18,52,2.63905733,559
18,31,2.128231706,108.95
17,29,1.871802177,390.8
17,39,3.540959324,140
19,34,1.945910149,128
12,25,2.63905733,12823.12
13,22,2.197224577,67.79
18,75,3.144152279,1305.73
13,29,3.238678452,1155.67
16,27,2.197224577,360.02
12,71,4.787491743,758.02
18,67,4.25561271,9237.03
14,36,-0.510825624,65
15,63,3.496507561,160
20,64,2.351375257,890.14
14,25,2.708050201,2176.29
16,30,2.014903021,7253.58
18,35,2.890371758,38
21,89,1.011600912,319.96
21,26,0.587786665,237.26
16,36,2.708050201,9345.09
16,70,4.382026635,1632.08
15,58,2.621038824,540.53
16,55,2.772588722,120
16,66,3.349904087,1210.5
17,65,2.970414466,936
20,66,3.425889994,59099.19
17,62,2.833213344,735.29
21,42,2.708050201,2013.1
17,69,3.295836866,421.4
12,20,1.252762968,98
17,29,1.871802177,406.46
18,23,1.504077397,1780.64
20,61,3.044522438,1760.67
17,39,2.442347035,25244.48
16,27,1.280933845,147
15,26,2.197224577,1074.87
22,25,0.336472237,157.2
30,66,2.00148,464.83
40,72,3.496507561,249.9
25,66,3.737669618,68.25
20,36,0.470003629,244.83
19,67,-0.916290732,13612
18,68,3.850147602,1559.67
21,68,4.189654742,2071.79
21,64,3.761200116,705.64
16,32,2.140066163,204
15,61,3.157000421,303
20,59,4.382026635,19384
17,57,4.406719247,1068.97
18,47,1.098612289,1057.81
18,63,3.135494216,95
27,52,2.442347035,5073.41
19,30,1.791759469,882
18,36,1.32175584,376.96
18,33,0.223143551,77
40,55,2.014903021,5290.79
25,55,3.433987204,429
19,73,4.158883083,10323.71
16,38,3.135494216,406.79
17,36,2.564949357,395.4
16,40,2.525728644,559
27,39,0.182321557,1660.95
23,42,3.401197382,625.85
20,72,2.740840024,594.7
20,49,2.014903021,30
20,57,3.860729711,406
20,27,1.791759469,1076
26,77,3.951243719,6075.72
13,70,4.060443011,27930.83
14,30,3.056356895,759.33
13,27,1.504077397,30
14,30,2.833213344,328
30,75,3.044522438,5814.42
17,50,4.219507705,189.99
16,23,2.079441542,56.5
16,56,3.425889994,45
20,61,2.564949357,319
18,28,1.704748092,25
12,64,3.970291914,470
16,75,3.850147602,1841.76
16,38,3.135494216,780.34
23,46,2.954910279,1105.99
14,81,2.341805806,2137.97
15,31,-0.162518929,5699.47
16,55,3.688879454,14420.47
17,52,3.663561646,44
16,21,-1.203972804,247.49
12,46,4.248495242,666
19,40,3.496507561,685
15,31,2.708050201,46
20,24,1.609437912,263
20,34,3.113515309,58.99
18,38,2.351375257,204.3
28,31,0.470003629,9375.24
16,34,1.047318994,46
17,69,4.375757022,949.94
20,61,3.96081317,617.87
25,63,4.356708827,1409.14
20,59,0.693147181,4181.72
18,57,1.504077397,255.85
13,52,4.382026635,89.02
22,35,2.862200881,221.49
18,38,2.533696814,381.4
20,37,2.602689685,934
15,39,2.525728644,147.5
39,40,-1.609437912,917.48
21,52,0.048790164,621.01
17,46,1.909542505,166
28,67,3.401197382,1773.05
17,52,4.276666119,300
14,27,1.945910149,2096.91
28,57,-0.510825624,838.51
19,58,4.49980967,7269.7
14,78,4.069026754,186
17,50,4.060443011,2066.87
39,78,4.189654742,2216.04
25,78,-0.223143551,912.39
18,44,3.295836866,6.99
25,28,0.693147181,145.1
25,27,0.405465108,612.66
15,26,2.48490665,350
15,24,2.014903021,662.87
21,28,1.16315081,55
25,48,2.261763098,781.8
12,28,3.238678452,496.21
18,44,1.686398954,2410
26,37,2.014903021,71.75
18,26,2.197224577,817.58
17,27,2.1102132,30
17,26,2.079441542,132.9
17,42,1.658228077,2062
16,23,1.098612289,3827.26
19,38,2.995732274,1642
15,60,3.540959324,1275
18,53,4.276666119,180
18,37,1.098612289,158
18,60,3.135494216,887.12
25,48,3.17805383,627
15,54,2.740840024,387.74
20,46,3.295836866,2087.28
15,52,3.17805383,50
24,66,1.945910149,504
21,68,3.832979798,2131.07
18,76,3.56671182,465.88
21,39,-0.051293294,2111.5
15,66,3.951243719,1560.41
13,35,0.139761942,3416.99
22,53,2.954910279,175
30,68,0.667829373,1348.79
16,69,2.862200881,8439.12
19,46,3.33220451,19372.84
19,70,3.951243719,1589.62
46,75,2.708050201,1036.4
13,49,3.610917913,6600.16
16,27,2.48490665,2309.22
19,70,3.951243719,1243.32
14,30,2.970414466,259
16,28,1.871802177,71.85
16,66,3.663561646,41
33,81,1.887069649,17836.99
20,73,1.147402453,548.86
18,83,2.277267285,3593.85
18,71,3.604138226,19213.88
20,71,-0.597837001,10270.24
15,35,1.791759469,6291.83
22,38,0,174
15,67,4.375757022,689
22,62,3.688879454,2586.7
20,45,4.356708827,281
14,30,2.833213344,2274.5
13,29,1.791759469,15
19,41,-1.609437912,236.25
40,79,3.688879454,53406.44
21,72,4.051784948,1350.27
17,42,3.258096538,359
19,22,0.693147181,151.46
16,28,2.014903021,3706.28
28,36,0.810930216,1725.31
17,35,3.63758616,12934.95
15,70,3.912023005,1766.74
26,74,0.182321557,12488.6
24,60,3.32323584,3289.75
21,68,2.995732274,855.48
18,30,3.295836866,363
15,35,3.737669618,1158.82
15,26,2.302585093,611.29
14,31,2.63905733,405
19,44,-2.302585093,779.41
14,34,2.890371758,597
22,67,2.890371758,3916.69
21,47,1.609437912,2907.5
20,44,3.218875825,112.5
15,30,2.48490665,261.73
20,44,3.737669618,284
11,28,3.449987546,2686.61
26,70,3.091042453,612.47
18,61,4.430816799,987
27,30,-1.203972804,207.17
15,38,3.401197382,136.3
30,34,0.916290732,1604
17,21,1.098612289,407.69
18,79,2.197224577,1044.97
15,23,2.197224577,3569.39
10,37,1.871802177,42
19,38,0,6561.75
19,58,2.602689685,29621.08
23,65,3.761200116,5296.1
20,39,2.302585093,276
20,39,2.995732274,35
18,45,3.33220451,41.38
22,35,1.945910149,118.46
29,37,2.197224577,272
16,36,3.044522438,2595.19
18,54,3.496507561,206.38
18,53,3.465735903,3895.37
18,61,3.433987204,183.24
21,51,1.504077397,22924.1
18,24,2.351375257,231.05
21,22,-0.693147181,130.55
18,35,0,476.83
14,40,3.518980417,5035.31
15,41,3.518980417,84
18,39,2.197224577,264
18,69,3.663561646,126
16,64,4.584967479,217
17,61,3.598681186,2207.35
18,52,2.1690537,814.78
20,80,3.583518938,2163.28
16,42,1.871802177,133
20,75,3.80666249,4361.11
35,75,3.583518938,559.6
15,55,3.020424886,1431.8
19,48,2.708050201,188
16,37,3.044522438,2947
13,29,2.1102132,85
14,28,2.420368129,230.2
21,61,3.713572067,18461.13
13,33,2.351375257,162.36
26,49,1.280933845,1130.29
14,37,2.944438979,323.1
23,34,2.079441542,180
34,47,0.336472237,28.47
15,48,2.833213344,5851.79
22,61,2.747270914,1481
23,58,1.974081026,180.26
16,34,2.656756907,47360.32
19,32,2.63905733,91
19,55,2.917770732,6295.04
18,19,-1.203972804,8235.42
19,39,3.267665989,1601.03
22,43,3.091042453,896.96
18,37,3.401197382,6059.5
15,35,0.875468737,301
25,36,2.48490665,130
20,31,2.708050201,21438.93
18,27,1.609437912,445
16,37,2.397895273,44
21,63,3.068052935,1469.76
19,65,3.850147602,383.32
14,75,3.850147602,464.67
21,64,1.504077397,1129.79
28,72,3.688879454,28.79
25,70,4.189654742,20
32,77,3.828641396,8
30,77,3.295836866,102572.09
17,62,4.234106505,946.54
17,74,3.713572067,3107.43
40,85,2.442347035,145
17,60,3.784189634,886.3
20,67,3.80666249,1165.54
19,47,4.430816799,2756.62
15,21,1.945910149,462.9
18,66,3.891820298,1169
18,33,2.995732274,56.25
17,86,4.548599834,575.62
13,44,4.158883083,1069
24,53,3.80666249,11974.98
13,46,2.833213344,355.1
35,68,2.2300144,12466.18
16,45,0.182321557,119
17,51,3.96081317,7046.3
19,24,1.504077397,150
18,25,1.386294361,201
20,65,3.540959324,356.75
25,92,4.718498871,846.64
17,79,3.871201011,256.21
16,54,2.197224577,3207
15,19,0.405465108,163.14
13,43,2.602689685,1467.5
22,40,1.386294361,1075.64
16,48,1.504077397,141
18,65,4.119037175,98
19,34,1.386294361,1623.34
16,51,1.609437912,1895.15
17,26,1.609437912,1840.57
19,40,1.481604541,2048.75
19,42,3.17805383,160
19,72,3.988984047,2749.61
35,72,2.442347035,2005.63
15,72,4.119037175,7243.27
15,73,2.756840365,27368.65
16,26,2.397895273,275
18,27,2.302585093,871.37
16,37,0.955511445,65
21,60,3.135494216,7104.36
20,57,2.351375257,1134
17,65,4.297285406,505.06
19,74,3.33220451,24887.25
14,63,2.140066163,3678.67
21,58,3.63758616,603.97
21,69,3.198673118,11048.3
18,38,2.890371758,186
22,85,2.691243083,4370.19
14,20,0.559615788,796.4
16,42,1.791759469,9671.23
19,77,2.917770732,11054.96
16,81,4.189654742,34872.65
26,75,2.995732274,7619.2
10,66,4.043051268,8310.47
15,45,4.127134385,160
17,42,2.970414466,98
17,53,4.016383021,1158
18,40,2.442347035,1590
18,57,3.401197382,884.66
17,57,3.583518938,362.4
18,47,3.518980417,13280.72
18,41,-0.430782916,180
17,37,2.379546134,72.65
18,42,3.218875825,156.5
13,36,3.526360525,672.2
16,22,-0.693147181,125
13,51,3.375879574,777.27
18,83,3.583518938,790.45
25,50,3.951243719,5253.7
18,58,2.48490665,275.32
16,66,1.749199855,16878.37
19,25,0.405465108,617.3
17,36,3.135494216,918
16,45,3.401197382,91
17,26,-0.510825624,2443.95
18,46,-0.510825624,800
17,19,0.405465108,326
12,66,4.007333185,716.67
16,31,0.559615788,4326.88
40,64,2.079441542,30
14,35,1.193922468,2949.46
16,25,2.302585093,11.98
18,28,2.957511061,212.86
15,28,1.945910149,7024.68
19,34,2.48490665,957
23,65,3.068052935,1336.52
18,62,3.518980417,265.5
20,39,1.252762968,1427.09
18,55,3.63758616,456.4
18,29,2.48490665,539.1
15,63,4.80811103,1046.94
19,47,2.079441542,939.49
23,42,1.098612289,2209.91
16,61,2.014903021,115
19,56,-0.105360516,898.5
14,61,4.564348191,1826.8
17,62,2.912350665,906.61
19,52,3.80666249,1487
18,51,3.33220451,1228
13,66,4.682131227,17572.75
16,59,3.784189634,338
30,56,1.909542505,490.48
30,49,2.302585093,486
15,38,0.875468737,1444.98
21,48,1.945910149,54.9
14,53,2.197224577,100.25
14,56,3.984343667,1956.75
16,59,3.701301974,629.59
17,69,3.583518938,195.88
16,79,4.905274778,11786.49
14,62,3.871201011,34680.78
14,44,2.923161581,120
17,45,2.674148649,698
23,67,0.470003629,376.45
14,24,1.098612289,161.34
13,62,3.912023005,796.47
15,34,2.890371758,1494.82
22,45,3.17805383,871.69
18,58,3.425889994,1097.48
15,62,3.871201011,983.19
20,72,0.875468737,12
19,45,1.435084525,988
19,44,1.871802177,30
19,28,-1.203972804,14073
19,35,2.302585093,41
20,39,1.945910149,403.82
33,40,0.875468737,27
19,63,3.113515309,3783.92
17,55,2.833213344,265.86
20,77,3.258096538,26708.75
18,62,4.941642423,10459.42
19,54,3.80666249,114.7
15,28,3.044522438,92.42
18,59,3.113515309,378.4
15,58,4.189654742,34
17,30,0.693147181,132.02
15,43,3.258096538,357.8
16,35,-0.510825624,1469
15,25,-1.897119985,5731.82
16,60,3.63758616,271.75
9,41,3.091042453,1734.89
30,90,3.425889994,577.08
20,82,1.011600912,13313.73
20,42,2.772588722,1015
17,67,4.337290741,9290.79
17,49,3.496507561,126
16,36,2.014903021,255.6
18,72,3.36729583,669.73
15,20,1.791759469,157.95
17,56,4.382026635,390
18,49,3.465735903,445
15,36,3.091042453,322.5
18,40,3.091042453,130
16,38,2.302585093,652.91
16,41,1.252762968,755.8
28,45,1.504077397,231.84
16,72,2.014903021,559.7
20,29,-0.798507696,1317
32,69,0.916290732,1247.01
19,42,0.405465108,68
21,40,1.098612289,81
14,64,3.64414356,103.15
15,32,0.559615788,25
12,24,2.564949357,63.13
19,38,2.995732274,20
20,39,2.995732274,581.58
12,60,1.526056303,116
18,58,2.351375257,834.6
20,36,3.238678452,3353.95
25,67,1.458615023,2437.96
15,28,2.351375257,128
16,22,1.435084525,83
15,69,4.700480366,985.34
15,63,4.564348191,7454.37
17,42,3.481240089,26278.55
18,45,2.901421594,187.89
18,59,2.890371758,74
22,59,1.386294361,339.56
17,56,4.382026635,1022
18,66,3.135494216,12
19,61,3.761200116,201.4
20,71,3.624340933,3201.98
18,35,0.993251773,2294.45
14,29,2.995732274,124
16,27,2.708050201,220.35
21,52,3.360375387,1722.08
14,48,3.526360525,963.3
18,47,3.401197382,35
17,21,0.916290732,4734.85
15,36,3.496507561,872
19,35,3.238678452,37.99
19,39,2.351375257,615.6
17,25,1.504077397,155.02
18,33,2.772588722,2529.66
14,30,2.140066163,44
21,28,-1.386294361,2471.99
17,37,2.756840365,82
25,37,1.178654996,2226.92
14,36,1.686398954,797.18
15,37,2.847812143,194.3
20,29,1.386294361,3906.12
16,46,2.740840024,79
17,25,1.909542505,9725.02
18,21,0.693147181,397.5
12,59,4.430816799,5600.7
12,29,3.295836866,31
12,42,3.839452313,253
18,70,3.610917913,329.63
19,26,2.079441542,88.7
18,27,2.525728644,377.16
18,74,4.234106505,12245.78
26,67,3.96081317,1551.88
21,35,2.708050201,456
16,59,1.504077397,948.74
17,28,1.791759469,752
14,27,0.693147181,3181.47
21,61,4.119037175,278.2
18,61,3.17805383,245
21,59,5.272999559,1008.9
15,40,3.258096538,369.32
18,35,3.113515309,59
18,41,3.17805383,684.29
27,67,3.17805383,2691.75
19,61,3.761200116,875.57
18,38,3.267665989,176.05
17,36,2.48490665,126.29
15,32,2.602689685,563.75
16,30,2.708050201,4923.98
14,29,2.48490665,211
15,25,2.397895273,2411.47
20,75,3.737669618,1709.31
28,60,3.496507561,17541.79
10,41,3.33220451,119.22
16,62,4.65396035,672.81
20,53,3.526360525,341
